ES_Name,Name,Release_date,platform,Analyst_Score,Community_score,N_com_votes
Red Bow,Red Bow,17/1/2020,XBOne,,-,Sin
Lumini,Lumini,24/1/2020,PS4,6,-,Sin
The Complex,The Complex,31/3/2020,PC,6,6,1
The Complex,The Complex,31/3/2020,Switch,,-,Sin
The Complex,The Complex,31/3/2020,XBOne,,-,Sin
The Complex,The Complex,31/3/2020,PS4,,-,Sin
Godfall,Godfall,12/11/2020,PS5,6,5.92,11
Skater XL,Skater XL,28/7/2020,PS4,,-,Sin
Windbound,Windbound,28/8/2020,PC,,-,Sin
Windbound,Windbound,28/8/2020,PS4,6,7.66,3
Windbound,Windbound,28/8/2020,XBOne,,-,Sin
Windbound,Windbound,28/8/2020,Switch,,-,Sin
Across the Grooves,Across the Grooves,17/6/2020,Switch,,-,Sin
Star Wars: Vader Immortal - Episode I,Star Wars: Vader Immortal - Episode I,21/5/2019,PS4,6,8,1
RICO,RICO,28/3/2020,PC,5.8,10,1
Warcraft III: Reforged,Warcraft 3 Reforged,29/1/2020,PC,5.7,4.96,8
Disaster Report 4 Plus: Summer Memories,Disaster Report 4 Plus,7/4/2020,PS4,5.5,6,4
The Dark Crystal: Age of Resistance - Tactics,Cristal Oscuro,4/2/2020,Switch,5.5,-,Sin
The Dark Crystal: Age of Resistance - Tactics,Cristal Oscuro,4/2/2020,XBOne,,-,Sin
The Dark Crystal: Age of Resistance - Tactics,Cristal Oscuro,4/2/2020,PS4,,-,Sin
The Dark Crystal: Age of Resistance - Tactics,Cristal Oscuro,4/2/2020,PC,,-,Sin
Disaster Report 4 Plus: Summer Memories,Disaster Report 4 Plus,7/4/2020,Switch,,-,Sin
Disaster Report 4 Plus: Summer Memories,Disaster Report 4 Plus,7/4/2020,PC,,-,Sin
No Straight Roads,No Straight Roads,25/8/2020,PS4,5.5,-,Sin
SuperMash,SuperMash,8/5/2020,Switch,5.5,6.9,2
SuperMash,SuperMash,8/5/2020,XBOne,,-,Sin
SuperMash,SuperMash,8/5/2020,PS4,,-,Sin
Crysis Remastered,Crysis Remastered,18/9/2020,PS4,,6,1
Crysis Remastered,Crysis Remastered,18/9/2020,XBOne,5.5,5,1
No Straight Roads,No Straight Roads,25/8/2020,XBOne,,-,Sin
No Straight Roads,No Straight Roads,25/8/2020,Switch,,-,Sin
Street Power Football,Street Power Football,25/8/2020,PC,,-,Sin
Street Power Football,Street Power Football,25/8/2020,PS4,5.5,-,Sin
Street Power Football,Street Power Football,25/8/2020,XBOne,,-,Sin
Street Power Football,Street Power Football,25/8/2020,Switch,,-,Sin
Hellbound,Hellbound,4/8/2020,PC,5,6,1
Those Who Remain,Those Who Remain,28/5/2020,PC,5,4.5,2
Those Who Remain,Those Who Remain,28/5/2020,XBOne,,-,Sin
Those Who Remain,Those Who Remain,28/5/2020,PS4,,6,1
XIII,Trece,10/11/2020,PS4,5,3,1
XIII,Trece,10/11/2020,XBOne,,-,Sin
XIII,Trece,10/11/2020,PC,,6,1
GORN,GORN,18/7/2019,PS4,5,-,Sin
Fire Emblem: Shadow Dragon & the Blade of Light,Fire Emblem: Shadow Dragon & the Blade of Light,4/12/2020,Switch,5,-,Sin
Star Wars: Tales from the Galaxy's Edge,Star Wars: Tales from the Galaxy's Edge,19/11/2020,PC,5,-,Sin
The Elder Scrolls: Blades,The Elder Scrolls: Blades,10/6/2019,Switch,4.5,5.09,2
Remothered: Broken Porcelain,Remothered: Broken Porcelain,13/10/2020,Switch,,-,Sin
Remothered: Broken Porcelain,Remothered: Broken Porcelain,13/10/2020,XBOne,,-,Sin
Remothered: Broken Porcelain,Remothered: Broken Porcelain,13/10/2020,PS4,,3,1
Tamarin,Tamarin,10/9/2020,PC,,-,Sin
Tamarin,Tamarin,10/9/2020,PS4,4,4.28,7
Follia - Dear father,Follia - Dear father,15/12/2020,PC,4,-,Sin
Remothered: Broken Porcelain,Remothered: Broken Porcelain,13/10/2020,PC,4,3.75,3
Road to Guangdong,Road to Guangdong - Story-Based Indie Road Trip Driving Game,28/8/2020,Switch,,-,Sin
Road to Guangdong,Road to Guangdong - Story-Based Indie Road Trip Driving Game,28/8/2020,PS4,,-,Sin
Road to Guangdong,Road to Guangdong - Story-Based Indie Road Trip Driving Game,28/8/2020,XBOne,4,6,1
Brain Training del Dr. Kawashima para Nintendo Switch,Brain Training Switch,3/1/2020,Switch,,7.36,2
Mario Kart Live: Home Circuit,Mario Kart Live: Home Circuit,16/10/2020,Switch,,7.92,2
Fez PSN,Fez PSN,26/3/2014,Switch,9.5,-,Sin
Shin Megami Tensei V,Shin Megami Tensei Switch,12/11/2021,Switch,9.4,8.33,6
Ratchet & Clank: Una Dimensión Aparte,Ratchet and Clank: Rift Apart,11/6/2021,PS5,9.3,8.7,42
Super Mario 3D World + Bowser's Fury,Super Mario 3D World + Bowser's Fury,12/2/2021,Switch,9.2,8.8,33
Monster Hunter Rise,Monster Hunter Rise,26/3/2021,Switch,9.2,8.84,19
Final Fantasy XIV: Endwalker,Final Fantasy 14: Endwalker,7/12/2021,PC,9.2,9.16,3
Final Fantasy XIV: Endwalker,Final Fantasy 14: Endwalker,7/12/2021,PS5,,-,Sin
Final Fantasy XIV: Endwalker,Final Fantasy 14: Endwalker,7/12/2021,PS4,,10,1
Forza Horizon 5,Forza Horizon 5,9/11/2021,XSX,9.2,9.48,41
Forza Horizon 5,Forza Horizon 5,9/11/2021,XBOne,,9.83,3
Forza Horizon 5,Forza Horizon 5,9/11/2021,PC,,10,4
Metroid Dread,Metroid Dread,8/10/2021,Switch,9.1,9.03,46
Twelve Minutes,12 Minutes,19/8/2021,PC,9,8.4,10
Twelve Minutes,12 Minutes,19/8/2021,XBOne,,7.25,4
Guilty Gear: Strive,Guilty Gear 2020,11/6/2021,PS4,,8.32,7
The Longest Road on Earth,The Longest Road on Earth,27/5/2021,PC,9,1,1
NUTS,NUTS,4/2/2021,PC,9,-,Sin
Guilty Gear: Strive,Guilty Gear 2020,11/6/2021,PS5,9,9.23,7
Guilty Gear: Strive,Guilty Gear 2020,11/6/2021,PC,,-,Sin
Twelve Minutes,12 Minutes,19/8/2021,XSX,,7.85,6
Ender Lilies: Quietus of the Knights,Ender Lilies: Quietus of the Knights,21/6/2021 (Acceso Anticipado),PC,9,8,3
Mass Effect: Legendary Edition,Mass Effect Trilogy Remaster,14/5/2021,PS4,9,9.04,20
Mass Effect: Legendary Edition,Mass Effect Trilogy Remaster,14/5/2021,XBOne,,-,Sin
Mass Effect: Legendary Edition,Mass Effect Trilogy Remaster,14/5/2021,PC,,9.95,3
Ghosts 'n Goblins Resurrection,Ghosts 'n Goblins Resurrection,25/2/2021,Switch,9,9,11
NUTS,NUTS,4/2/2021,Switch,,7,1
NUTS,NUTS,4/2/2021,iPhone,,-,Sin
Final Fantasy VII Remake,Final Fantasy 7 Remake,10/4/2020,PS5,9,8.63,14
Ender Lilies: Quietus of the Knights,Ender Lilies: Quietus of the Knights,21/6/2021 (Acceso Anticipado),Switch,,10,1
The Longest Road on Earth,The Longest Road on Earth,27/5/2021,Android,,-,Sin
The Longest Road on Earth,The Longest Road on Earth,27/5/2021,iPhone,,-,Sin
Lost Judgment,Judgment 2,24/9/2021,PS5,9,9.09,2
Lost Judgment,Judgment 2,24/9/2021,PS4,,8.33,3
Lost Judgment,Judgment 2,24/9/2021,XBOne,,-,Sin
Lost Judgment,Judgment 2,24/9/2021,XSX,,-,Sin
Hades,Hades,17/9/2020,PS5,9,6.81,9
Hades,Hades,17/9/2020,PS4,,8.83,3
Hades,Hades,17/9/2020,XBOne,,8.09,2
Hades,Hades,17/9/2020,XSX,,8.25,3
Halo Infinite,Halo Infinite,8/12/2021,XBOne,,9.83,3
Halo Infinite,Halo Infinite,8/12/2021,PC,,9,2
Halo Infinite,Halo Infinite,8/12/2021,XSX,8.8,8.86,39
Inscryption,Inscryption,19/10/2021,PC,8.8,8.96,6
The Great Ace Attorney Chronicles,The Great Ace Attorney Chronicles,27/7/2021,Switch,8.8,8.51,4
The Great Ace Attorney Chronicles,The Great Ace Attorney Chronicles,27/7/2021,PS4,,4,1
The Great Ace Attorney Chronicles,The Great Ace Attorney Chronicles,27/7/2021,PC,,-,Sin
Microsoft Flight Simulator,Microsoft Flight Simulator 2020,17/8/2020,XSX,8.8,8.92,20
Umurangi Generation,Umurangi Generation,19/5/2020,Switch,8.8,-,Sin
Football Manager 2022,Football Manager 2022,8/11/2021,PC,8.8,10,1
It Takes Two,It Takes Two,26/3/2021,PS4,8.6,8.96,7
It Takes Two,It Takes Two,26/3/2021,XBOne,,9,1
It Takes Two,It Takes Two,26/3/2021,PC,,9.35,4
Tetris Effect: Connected,Tetris Effect,10/11/2020,PC,,8,1
It Takes Two,It Takes Two,26/3/2021,XSX,,10,1
It Takes Two,It Takes Two,26/3/2021,PS5,,-,Sin
Psychonauts 2,Psychonauts 2,25/8/2021,PS4,,9.48,6
Psychonauts 2,Psychonauts 2,25/8/2021,XBOne,,8.02,5
Psychonauts 2,Psychonauts 2,25/8/2021,PC,,8.34,5
The Artful Escape,The Artful Escape of Francis Vendretti,9/9/2021,XBOne,,7,2
The Artful Escape,The Artful Escape of Francis Vendretti,9/9/2021,PC,,7,1
Age of Empires 4,Age of Empires IV,28/10/2021,PC,8.5,10,3
Genesis Noir,Genesis Noir,26/3/2021,PC,8.5,6,1
Bloodroots,Bloodroots,28/2/2020,PC,,-,Sin
Deathloop,Deathloop,14/9/2021,PC,,-,Sin
Unpacking,Unpacking,2/11/2021,PC,8.5,7.59,4
Little Nightmares 2,Little Nightmares II,11/2/2021,PS4,8.5,8.5,6
Little Nightmares 2,Little Nightmares II,11/2/2021,Switch,,8.38,4
Little Nightmares 2,Little Nightmares II,11/2/2021,XBOne,,8.09,3
Little Nightmares 2,Little Nightmares II,11/2/2021,PC,,9,2
Genesis Noir,Genesis Noir,26/3/2021,XBOne,,6,1
Disco Elysium,Disco Elysium,15/10/2019,PS4,,9,1
NieR Replicant ver.1.22474487139...,NieR Replicant ver.1.22474487139,23/4/2021,PS4,8.5,8.67,16
NieR Replicant ver.1.22474487139...,NieR Replicant ver.1.22474487139,23/4/2021,XBOne,,9.5,2
NieR Replicant ver.1.22474487139...,NieR Replicant ver.1.22474487139,23/4/2021,PC,,10,1
Disco Elysium,Disco Elysium,15/10/2019,Switch,8.5,6.66,3
Returnal,Returnal,30/4/2021,PS5,8.5,7.7,29
Kena: Bridge of Spirits,Kena: Bridge of the Spirits,21/9/2021,PS5,8.5,8.26,21
Kena: Bridge of Spirits,Kena: Bridge of the Spirits,21/9/2021,PS4,,7.5,2
Kena: Bridge of Spirits,Kena: Bridge of the Spirits,21/9/2021,PC,,-,Sin
Deathloop,Deathloop,14/9/2021,PS5,8.5,7.7,7
Psychonauts 2,Psychonauts 2,25/8/2021,XSX,8.5,8.82,19
Disco Elysium,Disco Elysium,15/10/2019,PS5,8.5,10,3
Loop Hero,Loop Hero,4/3/2021,PC,8.5,8.32,8
Happy Game,Happy Game,28/10/2021,PC,8.5,8,1
Happy Game,Happy Game,28/10/2021,Switch,,-,Sin
Crash Bandicoot 4: It's About Time,Crash Bandicoot 4: Its About Time,2/10/2020,Switch,8.5,8.46,4
The Legend of Zelda: Skyward Sword HD,The Legend of Zelda: Skyward Sword HD,16/7/2021,Switch,8.5,7.98,32
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,PC,8.5,8.66,6
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,PS4,,5,1
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,Switch,,7,1
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,XBOne,,-,Sin
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,XSX,,-,Sin
Diablo 2: Resurrected,Diablo II: Resurrected,23/9/2021,PS5,,9,1
Genesis Noir,Genesis Noir,26/3/2021,Switch,,-,Sin
Total War: Rome Remastered,Total War: Rome Remastered,29/4/2021,PC,8.5,-,Sin
Grotto,Grotto,26/10/2021,PC,8.5,-,Sin
F1 2021,Formula 1 2021,16/7/2021,PS5,8.5,-,Sin
F1 2021,Formula 1 2021,16/7/2021,PS4,,10,1
F1 2021,Formula 1 2021,16/7/2021,XSX,,-,Sin
F1 2021,Formula 1 2021,16/7/2021,XBOne,,-,Sin
F1 2021,Formula 1 2021,16/7/2021,PC,,8,1
Death Stranding,Death Stranding,8/11/2019,PS5,8.5,7.23,13
The Artful Escape,The Artful Escape of Francis Vendretti,9/9/2021,XSX,8.5,7.5,4
The Elder Scrolls V: Skyrim Anniversary Edition,The Elder Scrolls V: Skyrim Anniversary Edition,11/11/2021,PC,,-,Sin
The Elder Scrolls V: Skyrim Anniversary Edition,The Elder Scrolls V: Skyrim Anniversary Edition,11/11/2021,XSX,,9.09,2
The Elder Scrolls V: Skyrim Anniversary Edition,The Elder Scrolls V: Skyrim Anniversary Edition,11/11/2021,PS5,8.5,8,4
The Elder Scrolls V: Skyrim Anniversary Edition,The Elder Scrolls V: Skyrim Anniversary Edition,11/11/2021,PS4,,8,1
The Elder Scrolls V: Skyrim Anniversary Edition,The Elder Scrolls V: Skyrim Anniversary Edition,11/11/2021,XBOne,,-,Sin
Unpacking,Unpacking,2/11/2021,Switch,,-,Sin
Unpacking,Unpacking,2/11/2021,XBOne,,7,2
Tales of Arise,Tales of Arise,10/9/2021,PS4,,8.04,5
Tales of Arise,Tales of Arise,10/9/2021,XBOne,,9.5,2
Tales of Arise,Tales of Arise,10/9/2021,PC,,9.66,3
NEO: The World Ends With You,NEO: The World Ends With You,27/7/2021,Switch,,8.5,2
NEO: The World Ends With You,NEO: The World Ends With You,27/7/2021,PS4,8.4,9.5,2
Judgment,Judge Eyes,25/6/2019,PS5,8.4,8.26,7
Judgment,Judge Eyes,25/6/2019,XSX,,8.47,3
Tales of Arise,Tales of Arise,10/9/2021,XSX,,9.91,3
Tales of Arise,Tales of Arise,10/9/2021,PS5,8.4,7.36,18
Rocket League Sideswipe,Rocket League Side swipe,30/11/2021,Android,,-,Sin
Rocket League Sideswipe,Rocket League Side swipe,30/11/2021,iPhone,8.4,-,Sin
Ys IX: Monstrum Nox,Ys IX: Monstrum Nox,5/2/2021,PS4,8.3,7.4,6
F.I.S.T.: Forged In Shadow Torch,FIST: Forged in Shadow,7/9/2021,PS4,,-,Sin
The Big Con,The Big Con,31/8/2021,PC,8.3,-,Sin
Ruined King: A League of Legends Story,Ruined King: A League of Legends Story,16/11/2021,PC,8.3,8,1
Ruined King: A League of Legends Story,Ruined King: A League of Legends Story,16/11/2021,PS4,,-,Sin
Ruined King: A League of Legends Story,Ruined King: A League of Legends Story,16/11/2021,XBOne,,-,Sin
Aguafiestas: Rain on Your Parade,Aguafiestas: Rain on Your Parade,15/4/2021,PC,,10,1
Control,Control,27/8/2019,PS5,8.3,7.8,12
Control,Control,27/8/2019,XSX,,7.5,2
qomp,qomp,4/2/2021,PC,8.3,9,1
Ruined King: A League of Legends Story,Ruined King: A League of Legends Story,16/11/2021,Switch,,-,Sin
Blind Drive,Blind Drive,10/3/2021,PC,8.3,-,Sin
Tony Hawk's Pro Skater 1 + 2,Tony Hawks Pro Skater 1 + 2,4/9/2020,Switch,8.3,6.5,2
Fights in Tight Spaces,Fights in Tight Spaces,2/12/2021 (Acceso Anticipado),PC,8.3,-,Sin
Blind Drive,Blind Drive,10/3/2021,iPhone,,-,Sin
Blind Drive,Blind Drive,10/3/2021,Android,,-,Sin
Aguafiestas: Rain on Your Parade,Aguafiestas: Rain on Your Parade,15/4/2021,Switch,8.3,6.9,2
Aguafiestas: Rain on Your Parade,Aguafiestas: Rain on Your Parade,15/4/2021,XBOne,,6,1
F.I.S.T.: Forged In Shadow Torch,FIST: Forged in Shadow,7/9/2021,PS5,8.3,9,2
The Big Con,The Big Con,31/8/2021,XSX,,-,Sin
The Big Con,The Big Con,31/8/2021,XBOne,,-,Sin
Unplugged: Air Guitar,Unplugged: Air Guitar,21/10/2021,PC,8.3,-,Sin
Persona 5: Strikers,Persona 5 Scramble: The Phantom Strikers,23/2/2021,PS4,8.2,8.5,2
Persona 5: Strikers,Persona 5 Scramble: The Phantom Strikers,23/2/2021,Switch,,8,1
Chicory: A Colorful Tale,Chicory: A Colorful Tale,10/6/2021,PC,8.2,-,Sin
Bravely Default 2,Bravely Default II,26/2/2021,Switch,8.2,7.68,19
Hitman 3,Hitman III,20/1/2021,PS5,8.2,8.18,2
Resident Evil 8: Village,Resident Evil Village,7/5/2021,PS5,8.2,8.15,31
Resident Evil 8: Village,Resident Evil Village,7/5/2021,XSX,,8.35,4
Resident Evil 8: Village,Resident Evil Village,7/5/2021,PC,,7.77,8
Hitman 3,Hitman III,20/1/2021,XSX,,7.5,2
Hitman 3,Hitman III,20/1/2021,PS4,,-,Sin
Hitman 3,Hitman III,20/1/2021,XBOne,,-,Sin
Persona 5: Strikers,Persona 5 Scramble: The Phantom Strikers,23/2/2021,PC,,8,1
Resident Evil 8: Village,Resident Evil Village,7/5/2021,PS4,,8.57,10
Resident Evil 8: Village,Resident Evil Village,7/5/2021,XBOne,,9,1
Chicory: A Colorful Tale,Chicory: A Colorful Tale,10/6/2021,PS4,,-,Sin
Chicory: A Colorful Tale,Chicory: A Colorful Tale,10/6/2021,PS5,,-,Sin
Days Gone,Days Gone,26/4/2019,PC,8.2,8.9,14
Jurassic World Evolution 2,Jurassic World Evolution 2,9/11/2021,PC,,-,Sin
Jurassic World Evolution 2,Jurassic World Evolution 2,9/11/2021,PS4,,-,Sin
Jurassic World Evolution 2,Jurassic World Evolution 2,9/11/2021,PS5,8.2,7.92,2
Jurassic World Evolution 2,Jurassic World Evolution 2,9/11/2021,XSX,,-,Sin
Jurassic World Evolution 2,Jurassic World Evolution 2,9/11/2021,XBOne,,-,Sin
Jupiter Hell,jupiter hell,5/8/2021 (Acceso Anticipado),PC,8.1,-,Sin
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),PC,8.1,8.13,5
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),XBOne,,-,Sin
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),PS4,,-,Sin
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),Switch,,-,Sin
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),PS5,,-,Sin
Subnautica: Below Zero,Subnautica: Below Zero,13/5/2021 (Acceso Anticipado),XSX,,-,Sin
NBA 2K22,NBA 2K22,10/9/2021,PS5,8.1,5.5,2
NBA 2K22,NBA 2K22,10/9/2021,XSX,,-,Sin
Huntdown,Huntdown,12/5/2020,PC,,9.5,2
Narita Boy,Narita Boy,30/3/2021,PC,8,7.5,2
The Forgotten City,The Forgotten City,28/7/2021,PC,,9,1
Journey to the Savage Planet,Journey to the Savage Planet,28/1/2020,PC,,8,1
The Pathless,The Pathless,12/11/2020,PC,,9,1
The Forgotten City,The Forgotten City,28/7/2021,XBOne,,7,1
Solar Ash,Solar Ash Kingdom,2/12/2021,PC,,9,1
Back 4 Blood,Back for Blood,12/10/2021,XBOne,,-,Sin
Back 4 Blood,Back for Blood,12/10/2021,PS4,,6,1
Back 4 Blood,Back for Blood,12/10/2021,PC,8,8.28,7
Cotton Reboot,Cotton,20/7/2021,Switch,8,-,Sin
Cotton Reboot,Cotton,20/7/2021,PS4,,-,Sin
Chivalry 2,Chivalry II,8/6/2021,PC,8,-,Sin
In Sound Mind,In Sound Mind,28/9/2021,PC,8,7,1
Humankind,Humankind,17/8/2021,PC,8,7.6,6
Say No! More,Say No! More,9/4/2021,PC,,6,1
Bonfire Peaks,Bonfire Peaks,30/9/2021,PC,8,6,1
Record of Lodoss War: Deedlit in Wonder Labyrinth,Record of Lodoss War-Deedlit in Wonder Labyrinth-,27/3/2021 (Acceso Anticipado),PC,8,10,4
SLUDGE LIFE,SLUDGE LIFE,2/6/2021,PC,8,5,1
Adios,Adios,16/3/2021,PC,8,-,Sin
UnMetal,UnMetal,28/9/2021,PC,8,8.33,3
Sherlock Holmes Chapter One,Sherlock Holmes Chapter One,16/11/2021,PC,,7,1
Sherlock Holmes Chapter One,Sherlock Holmes Chapter One,16/11/2021,XSX,,-,Sin
Sherlock Holmes Chapter One,Sherlock Holmes Chapter One,16/11/2021,PS5,8,8,1
Townscaper,Townscaper,26/8/2021 (Acceso Anticipado),PC,8,-,Sin
Chivalry 2,Chivalry II,8/6/2021,PS4,,-,Sin
Chivalry 2,Chivalry II,8/6/2021,PS5,,-,Sin
Chivalry 2,Chivalry II,8/6/2021,XBOne,,-,Sin
Chivalry 2,Chivalry II,8/6/2021,XSX,,-,Sin
Solar Ash,Solar Ash Kingdom,2/12/2021,PS5,8,-,Sin
In Sound Mind,In Sound Mind,28/9/2021,PS5,,-,Sin
In Sound Mind,In Sound Mind,28/9/2021,XSX,,-,Sin
Say No! More,Say No! More,9/4/2021,Switch,8,-,Sin
Say No! More,Say No! More,9/4/2021,iPhone,,-,Sin
New Pokémon Snap,Pokémon Snap 2,30/4/2021,Switch,8,8.42,5
Pokémon Unite,Pokémon Unite,21/7/2021,Switch,8,7.76,12
Far Cry 6,Far Cry 6,7/10/2021,PS4,,8.33,3
Far Cry 6,Far Cry 6,7/10/2021,XBOne,,5,1
Far Cry 6,Far Cry 6,7/10/2021,PC,,6,2
Far Cry 6,Far Cry 6,7/10/2021,PS5,,7.72,4
Far Cry 6,Far Cry 6,7/10/2021,XSX,8,7.84,11
Riders Republic,Riders Republic,28/10/2021,PC,,-,Sin
Riders Republic,Riders Republic,28/10/2021,XSX,,-,Sin
Riders Republic,Riders Republic,28/10/2021,PS5,8,10,1
Riders Republic,Riders Republic,28/10/2021,XBOne,,-,Sin
Riders Republic,Riders Republic,28/10/2021,PS4,,8,1
Adios,Adios,16/3/2021,XBOne,,-,Sin
Monster Hunter Stories 2: Wings of Ruin,Monster Hunter Stories 2: Wings of Ruin,9/7/2021,Switch,8,8.47,12
Labyrinth City: Pierre the Maze Detective,Labyrinth City,22/6/2021,PC,8,-,Sin
Turrican Flashback,Turrican Flashback,29/1/2021,Switch,8,-,Sin
Turrican Flashback,Turrican Flashback,29/1/2021,PS4,,-,Sin
Demeo,Demeo,6/5/2021,PC,8,-,Sin
Road 96,Road 96,16/8/2021,PC,8,7.57,3
Back 4 Blood,Back for Blood,12/10/2021,XSX,,8.81,2
Back 4 Blood,Back for Blood,12/10/2021,PS5,,-,Sin
Aeterna Noctis,Aeterna Noctis,14/12/2021,PC,8,9.09,2
The Nioh Collection,La colección Nioh,5/2/2021,PS5,8,-,Sin
Narita Boy,Narita Boy,30/3/2021,XBOne,,7.03,4
Narita Boy,Narita Boy,30/3/2021,PS4,,10,1
Narita Boy,Narita Boy,30/3/2021,Switch,,-,Sin
Plants vs. Zombies: Battle for Neighborville,Plants vs. Zombies La batalla de Neighborville,18/10/2019,Switch,8,10,2
Super Woden GP,Super Woden GP,1/9/2021,PC,8,8.17,5
Fracked,Fracked,20/8/2021,PS4,8,-,Sin
Aeterna Noctis,Aeterna Noctis,Año 2022,PS5,,-,Sin
Monster Hunter Stories 2: Wings of Ruin,Monster Hunter Stories 2: Wings of Ruin,9/7/2021,PC,,-,Sin
Aeterna Noctis,Aeterna Noctis,Año 2022,XSX,,-,Sin
LEGO Builder's Journey,LEGO Builder's Journey,22/6/2021,PC,8,8.18,2
Road 96,Road 96,16/8/2021,Switch,,-,Sin
Labyrinth City: Pierre the Maze Detective,Labyrinth City: Pierre the Maze Detective,15/7/2021,Switch,,-,Sin
The Forgotten City,The Forgotten City,28/7/2021,XSX,,9.9,2
The Forgotten City,The Forgotten City,28/7/2021,PS5,8,7,1
The Forgotten City,The Forgotten City,28/7/2021,PS4,,-,Sin
Resident Evil 4 VR,Resident Evil 4 VR,21/10/2021,PC,8,1.33,3
The Silver Case 2425,The Silver Case 2425,6/7/2021,Switch,8,9,1
Essays on Empathy,Essays on Empathy,18/5/2021,PC,8,-,Sin
The Ramp,The Ramp,3/8/2021,PC,8,5,1
Estudio de videojuegos,Game Builder Garage,11/6/2021,Switch,8,8,1
Metro Exodus,Metro 3,15/2/2019,XSX,,-,Sin
Metro Exodus,Metro 3,15/2/2019,PS5,8,8.59,4
Ni No Kuni II: El Renacer de un Reino,Ni No Kuni 2,23/3/2018,Switch,8,9,2
Virtua Fighter 5: Ultimate Showdown,Virtua Fighter x eSports Project,1/6/2021,PS4,8,7.75,6
Sonic Colours: Ultimate,Sonic Colors,7/9/2021,Switch,8,8,1
Sonic Colours: Ultimate,Sonic Colors,7/9/2021,PS4,8,8.53,4
Sonic Colours: Ultimate,Sonic Colors,7/9/2021,XBOne,,7,2
Sonic Colours: Ultimate,Sonic Colors,7/9/2021,PC,,10,1
LEGO Builder's Journey,LEGO Builder's Journey,20/12/2019,Switch,,-,Sin
Solar Ash,Solar Ash Kingdom,2/12/2021,PS4,,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,Switch,8,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,PS4,,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,XBOne,,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,PS5,,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,XSX,,-,Sin
Super Monkey Ball Banana Mania,Super Monkey Ball Banana Mania,4/10/2021,PC,,6,1
WarioWare: Get It Together!,Wario Ware Switch,10/9/2021,Switch,8,6.25,4
Dragon Ball Z: Kakarot,Dragon Ball Game Project Z: Action RPG,17/1/2020,Switch,8,7.6,5
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,Switch,8,6.82,5
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,XSX,,9.09,2
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,PS5,,-,Sin
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,XBOne,,8,1
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,PS4,,8,1
Doki Doki Literature Club Plus!,Doki Doki Literature Club Plus!,30/6/2021,PC,,-,Sin
Final Fantasy V,Final Fantasy V,24/9/2015,Android,,-,Sin
Ghost of Tsushima,Ghost of Tsushima,17/7/2020,PS5,8,6.99,16
FIFA 22,FIFA 22,1/10/2021,XSX,,-,Sin
FIFA 22,FIFA 22,1/10/2021,PS5,8,5.48,4
Call of Duty: Vanguard,Call of Duty Vanguard,5/11/2021,PS5,8,5.93,7
Call of Duty: Vanguard,Call of Duty Vanguard,5/11/2021,XSX,,10,1
Call of Duty: Vanguard,Call of Duty Vanguard,5/11/2021,PC,,7,1
Call of Duty: Vanguard,Call of Duty Vanguard,5/11/2021,PS4,,-,Sin
Call of Duty: Vanguard,Call of Duty Vanguard,5/11/2021,XBOne,,-,Sin
Townscaper,Townscaper,26/8/2021 (Acceso Anticipado),Switch,,-,Sin
Bonfire Peaks,Bonfire Peaks,30/9/2021,Switch,,-,Sin
UnMetal,UnMetal,28/9/2021,Switch,,8.5,2
Castlevania Advance Collection,Castlevania Advance Collection,24/9/2021,Switch,8,-,Sin
Castlevania Advance Collection,Castlevania Advance Collection,24/9/2021,PS4,,10,1
Castlevania Advance Collection,Castlevania Advance Collection,24/9/2021,XBOne,,10,1
Castlevania Advance Collection,Castlevania Advance Collection,24/9/2021,PC,,-,Sin
Actraiser Renaissance,Actraiser Renaissance,23/9/2021,PC,,-,Sin
Actraiser Renaissance,Actraiser Renaissance,23/9/2021,PS4,,-,Sin
