Name,Main story duration,Duration hrs
Altered Beast: Guardian of the Realms,2.5 Hours,2.5
Nights of Azure,16 Hours,16.0
Barbie and the Magic of Pegasus,1 Hours,1.0
Rygar: The Battle of Argus,5.5 Hours,5.5
Earth Defense Force 2: Invaders from Planet Space,11.5 Hours,11.5
New Legends,--,
Ultimate Muscle: Legends vs. New Generation,6 Hours,6.0
Island Xtreme Stunts,3 Hours,3.0
Toy Soldiers: War Chest,10 Hours,10.0
Demon Chaos,8.5 Hours,8.5
Demon's Rise - Lords of Chaos,--,
Project Eden,18.5 Hours,18.5
Everreach: Project Eden,4 Hours,4.0
Dirty Pair: Project Eden,40 Mins,0.6666666666666666
Def Jam Fight for NY: The Takeover,6 Hours,6.0
Ghosthunter,10 Hours,10.0
Seven: Molmorth no Kiheitai,--,
Beyblade: Evolution,7 Hours,7.0
Astro Boy: Omega Factor,3 Hours,3.0
Super Bit Adventure: Paragons of Life,--,
Jumpdrive,--,
Heroes of Paragon,--,
Mystic Heroes,8.5 Hours,8.5
Crimson Sea,10.5 Hours,10.5
Crimson Sea 2,11 Hours,11.0
Sengoku Basara 4: Sumeragi,--,
Bionicle: Tales of the Tohunga,3 Hours,3.0
Bionicle Heroes,9.5 Hours,9.5
Bionicle: The Game,3 Hours,3.0
Bionicle: Maze of Shadows,18 Hours,18.0
Bionicle: Matoran Adventures,--,
Mata Nui Online Game,3 Hours,3.0
Mata Nui Online Game II: The Final Chronicle,3.5 Hours,3.5
Jumper: Griffin's Story,3.5 Hours,3.5
Lara Croft and the Temple of Osiris,5 Hours,5.0
Lara Croft and the Temple of Osiris - Icy Death Pack DLC,--,
Lara Croft and the Temple of Osiris - Twisted Gears Pack DLC,--,
Uta no Prince-sama: All Star After Secret,--,
Charlotte's Web,2 Hours,2.0
Astro Boy,3 Hours,3.0
Astro Boy: Edge of Time,--,
Rescue Heroes: Billy Blazes,1 Hours,1.0
Knights Contract,10 Hours,10.0
Hammerin' Hero,5.5 Hours,5.5
Kidou Senshi Gundam 00: Gundam Meisters,--,
Kidou Senshi Gundam: Cross Dimension 0079,--,
Cartoon Network: Battle Crashers,4.5 Hours,4.5
Hello Kitty: Roller Rescue,2 Hours,2.0
Godzilla Generations,--,
Forbidden Siren 2,18 Hours,18.0
Prey the Stars,--,
Zero: Tsukihami no Kamen,12.5 Hours,12.5
Legend of Kay Anniversary,12.5 Hours,12.5
Ninjabread Man,48 Mins,0.8
Seven Samurai 20XX,5 Hours,5.0
Samurai Western,4.5 Hours,4.5
Super Sentai Battle: Ranger Cross,4 Hours,4.0
Incredible Crisis,2 Hours,2.0
Warhammer: Battle for Atluma,--,
IndyCar Series 2005,20 Hours,20.0
Auto Destruct,--,
London Racer: Destruction Madness,--,
Urban Reign,8 Hours,8.0
Aliens In The Attic,--,
Monkey Hero,10.5 Hours,10.5
Monkey King: Hero Is Back,8 Hours,8.0
Heroes of the Monkey Tavern,5 Hours,5.0
Akiba's Beat,33.5 Hours,33.5
The Legend of Kage 2,4.5 Hours,4.5
Emily the Strange: Strangerous,6 Hours,6.0
Gundam Battle Tactics,3.5 Hours,3.5
SkyGunner,3 Hours,3.0
Godai: Elemental Force,--,
Uprising X,2 Hours,2.0
Styx: Shards of Darkness,12 Hours,12.0
Game Center CX: Arino no Chousenjou 2,--,
E.X. Troopers,12 Hours,12.0
Disaster: Day of Crisis,9.5 Hours,9.5
Pitfall: The Lost Expedition,9 Hours,9.0
Monster Rancher Battle Card: Episode II,17 Hours,17.0
Haunting Ground,8.5 Hours,8.5
Loons: The Fight for Fame,--,
One Piece: Unlimited World Red - Deluxe Edition,12 Hours,12.0
Tornado,--,
Blast Radius,--,
McFarlane's Evil Prophecy,--,
Pokémon Omega Ruby and Alpha Sapphire,25.5 Hours,25.5
Pokémon Omega Ruby and Alpha Sapphire Special Demo,1 Hours,1.0
SG/ZH: School Girl/Zombie Hunter,7 Hours,7.0
River City Ransom EX,2.5 Hours,2.5
Top Gun,--,
Top Gun: The Second Mission,--,
Top Gun: Combat Zones,9 Hours,9.0
Top Gun: Fire At Will,--,
Top Gun: Hard Lock,--,
Dynasty Warriors DS: Fighter's Battle,--,
Robot Alchemic Drive,13 Hours,13.0
Tokyo Beat Down,6 Hours,6.0
Bad Apple Wars,5 Hours,5.0
Firefighter F.D.18,7 Hours,7.0
Warhammer: End Times - Vermintide: Death on the Reik,1 Hours,1.0
The Lost Vikings 2,6 Hours,6.0
Deep Labyrinth,8.5 Hours,8.5
The Deep Paths: Labyrinth Of Andokost,10.5 Hours,10.5
Secret Service: Ultimate Sacrifice,4.5 Hours,4.5
God Hand,12.5 Hours,12.5
Hand of the Gods,--,
Legend: Hand of God,19 Hours,19.0
Army Men: Green Rogue,3 Hours,3.0
Alex Rider: Stormbreaker,2 Hours,2.0
Zombi,1 Hours,1.0
Plants vs. Zombies,8 Hours,8.0
Zombie Army Trilogy,14 Hours,14.0
Zombie Night Terror,11.5 Hours,11.5
Space Pirates and Zombies,29 Hours,29.0
Yet Another Zombie Defense,1.5 Hours,1.5
Atom Zombie Smasher,4 Hours,4.0
Plants vs. Zombies: Battle for Neighborville,5 Hours,5.0
Zombie Army 4: Dead War,11.5 Hours,11.5
Sniper Elite: Nazi Zombie Army,6.5 Hours,6.5
Zombie Shooter,2 Hours,2.0
"I, Zombie",1 Hours,1.0
Prince of Persia: The Fallen King,7 Hours,7.0
Kabuki Warriors,48 Mins,0.8
Nanobreaker,6 Hours,6.0
Escape from Bug Island,6.5 Hours,6.5
Ikki Tousen: Xross Impact,--,
Ys vs. Sora no Kiseki: Alternative Saga,3 Hours,3.0
Ittle Dew 2+,6 Hours,6.0
Girls und Panzer: Dream Tank Match,6 Hours,6.0
Tonka: Rescue Patrol,2 Hours,2.0
Tron 2.0: Killer App,8 Hours,8.0
Power Shovel,--,
Legend of Kay,--,
Kurupoto: Cool Cool Stars,3 Hours,3.0
Luminous Arc Infinity,--,
Crazy Chicken Tales,1 Hours,1.0
Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,20.5 Hours,20.5
Neon Genesis Evangelion,2 Hours,2.0
Neon Genesis Evangelion: Iron Maiden,2.5 Hours,2.5
Neon Genesis Evangelion: Battle Orchestra,50 Mins,0.8333333333333334
Neon Genesis Evangelion: Girlfriend of Steel 2nd,--,
Neon Genesis Evangelion: Ayanami Raising Project with Asuka Supplemental Project,--,
Neon Genesis Evangelion Shito Ikusei,--,
Neon Genesis Evangelion: Ayanami Raising Project,5 Hours,5.0
Neon Genesis Evangelion - Typing Project Advanced,--,
Neon Genesis Evangelion: Typing-Project E,--,
Xiaolin Showdown,6 Hours,6.0
Hi Hi Puffy AmiYumi: KaZnapped,2 Hours,2.0
Mercury Meltdown,--,
Mercury Meltdown Remix,--,
Trapt,4.5 Hours,4.5
Contraption Maker,10.5 Hours,10.5
Fantastic Contraption,5 Hours,5.0
Fallout 4: Contraptions Workshop,30 Mins,0.5
The Incredible Machine: Even More Contraptions,9 Hours,9.0
Contraptions,--,
Return of the Incredible Machine: Contraptions,--,
Yomawari: Midnight Shadows,7 Hours,7.0
Vampire Rain: Altered Species,11 Hours,11.0
Brave: A Warrior's Tale,8 Hours,8.0
Azure Striker Gunvolt: Striker Pack,10 Hours,10.0
Broken Helix,--,
Winx Club: Quest for the Codex,--,
Gun Showdown,--,
Animorphs: Shattered Reality,1.5 Hours,1.5
Monster High: New Ghoul in School,9.5 Hours,9.5
Extinction,7.5 Hours,7.5
Second Extinction,4 Hours,4.0
A.R.E.S.: Extinction Agenda,2 Hours,2.0
Nexomon: Extinction,25.5 Hours,25.5
Depth of Extinction,--,
Aliens Versus Predator: Extinction,13 Hours,13.0
A.R.E.S. Extinction Agenda EX,4 Hours,4.0
EOE: Eve of Extinction,5 Hours,5.0
Artificial Extinction,--,
Jaws Of Extinction,--,
Dragon Extinction,--,
Human Extinction Simulator,--,
The Extinction,--,
State of Extinction,--,
Gintama Ranbu,10 Hours,10.0
Samurai Jack: The Shadow of Aku,5 Hours,5.0
Kamen Rider Kabuto,1.5 Hours,1.5
Sine Mora EX,2.5 Hours,2.5
Scurge: Hive,10 Hours,10.0
All Kamen Rider: Rider Revolution,--,
Gal*Gun: Double Peace,3.5 Hours,3.5
BattleBots: Beyond the BattleBox,1.5 Hours,1.5
Tiny Barbarian DX,10 Hours,10.0
Samurai Dou Portable,4.5 Hours,4.5
Marc Ecko's Getting Up: Contents Under Pressure,13 Hours,13.0
GachiTora! Abarenbou Kyoushi in High School,--,
Touhou Genso Wanderer,--,
Domino Rally,1.5 Hours,1.5
Samurai Champloo: Sidetracked,7 Hours,7.0
Otogi 2: Immortal Warriors,9 Hours,9.0
Tiny Toon Adventures: Toonenstein - Dare to Scare,--,
Ontamarama,48 Mins,0.8
Collar x Malice,9 Hours,9.0
Collar x Malice Unlimited,21 Hours,21.0
Alien: Isolation - Crew Expendable,31 Mins,0.5166666666666667
The Expendables 2: Videogame,5 Hours,5.0
Expendable,4 Hours,4.0
Tenchu: Dark Secret,6 Hours,6.0
Kamiwaza,--,
Jim Henson's Muppets in Spy Muppets: License to Croak,33 Mins,0.55
Sengoku Basara: Sanada Yukimura-Den,--,
Hercules: The Legendary Journeys,6 Hours,6.0
Dead in the Water,6 Hours,6.0
Apex Construct,6 Hours,6.0
Around the World in 80 Days,2 Hours,2.0
Mega Man Battle Chip Challenge,16.5 Hours,16.5
Cartoon Network Racing,--,
Crime Life: Gang Wars,8.5 Hours,8.5
Gaist Crusher,--,
B-Boy,6 Hours,6.0
Colin McRae Rally 2005,5 Hours,5.0
Secret Service,4.5 Hours,4.5
Secret Service: Security Breach,--,
Secret Service: In Harm's Way,--,
Code Lyoko,7 Hours,7.0
Code Lyoko: Fall of X.A.N.A.,15 Hours,15.0
To Love-Ru Trouble Darkness: Battle Ecstasy,--,
Overcooked,8 Hours,8.0
Overcooked 2,6.5 Hours,6.5
Overcooked: Festive Seasoning DLC,1.5 Hours,1.5
Overcooked 2: Surf ‘n’ Turf,2 Hours,2.0
Overcooked 2: Campfire Cook Off,2.5 Hours,2.5
Overcooked: The Lost Morsel DLC,57 Mins,0.95
Overcooked 2: Night of the Hangry Horde,2.5 Hours,2.5
Overcooked 2: Carnival of Chaos,2.5 Hours,2.5
Overcooked 2: Kevin's Christmas Cracker,55 Mins,0.9166666666666666
Overcooked 2: Chinese New Year,46 Mins,0.7666666666666667
Overcooked 2: Winter Wonderland,1.5 Hours,1.5
Overcooked 2: Spring Festival,30 Mins,0.5
Overcooked 2: Sun's Out Buns Out,52 Mins,0.8666666666666667
Overcooked 2: Moon Harvest Festival,58 Mins,0.9666666666666667
Overcooked: Gourmet Edition,12 Hours,12.0
Overcooked 2: Gourmet Edition,10 Hours,10.0
Devil's Third,8.5 Hours,8.5
Danny Phantom: Urban Jungle,1.5 Hours,1.5
World Trigger: Borderless Mission,--,
Assault Rigs,7 Hours,7.0
"Roswell Conspiracies: Aliens, Myths & Legends",--,
DARIUSBURST: Chronicle Saviours,39 Mins,0.65
Vikings: Wolves of Midgard,17 Hours,17.0
Spy Fiction,7 Hours,7.0
Aegis of Earth: Protonovus Assault,22 Hours,22.0
SPRay,--,
ViveSpray,--,
Red Ninja: End of Honor,8.5 Hours,8.5
Igor: The Game,--,
No Rules: Get Phat,4 Hours,4.0
Dead Head Fred,8 Hours,8.0
Maken Shao: Demon Sword,5 Hours,5.0
Deep Pockets: Super Pro Pool and Billiards,--,
Anima: Gate of Memories - The Nameless Chronicles,11.5 Hours,11.5
Gravity Falls: Legend of the Gnome Gemulets,4 Hours,4.0
Unbox: Newbie's Adventure,5 Hours,5.0
Aeon Flux,8 Hours,8.0
Aragami,7 Hours,7.0
Aragami 2,14 Hours,14.0
Aragami: Nightfall,2.5 Hours,2.5
Yonder: The Cloud Catcher Chronicles,10 Hours,10.0
All Points Bulletin,--,
Stolen,8 Hours,8.0
Freddi Fish and the Case of the Stolen Conch Shell,52 Mins,0.8666666666666667
Mass Effect 2: Kasumi - Stolen Memory DLC,1.5 Hours,1.5
Operencia: The Stolen Sun,19.5 Hours,19.5
The Curious Tale of the Stolen Pets,1.5 Hours,1.5
Lost Grimoires: Stolen Kingdom,2.5 Hours,2.5
Portal of Evil: Stolen Runes,4 Hours,4.0
Carmen Sandiego: The Secret of the Stolen Drums,8.5 Hours,8.5
Solitaire Mystery: Stolen Power,18 Mins,0.3
Kronville: Stolen Dreams,3.5 Hours,3.5
Stolen Mouth,--,
Dragon Ball: Advanced Adventure,3.5 Hours,3.5
The Ripping Friends: The World's Most Manly Men!,4.5 Hours,4.5
Super Army War,9.5 Hours,9.5
Cy Girls,10 Hours,10.0
The Sum of All Fears,4 Hours,4.0
Gumby vs. the Astrobots,1 Hours,1.0
Hot Potato!,--,
Barbie and Her Sisters Puppy Rescue,5.5 Hours,5.5
Living Legends: Frozen Beauty,--,
Alienators: Evolution Continues,4.5 Hours,4.5
Pirates: Duels on the High Seas,--,
Asterix & Obelix: Kick Buttix,7 Hours,7.0
Bounty Hounds,9 Hours,9.0
Sky Dancers,1 Hours,1.0
Uppers,9.5 Hours,9.5
Pupper's Garden,--,
Puzzle Puppers,1 Hours,1.0
Labyrinth of Refrain: Coven of Dusk,54.5 Hours,54.5
Battle Assault 3 Featuring Gundam SEED,--,
Batman Forever: The Arcade Game,48 Mins,0.8
Code of Princess,5.5 Hours,5.5
M&M's: Shell Shocked,2 Hours,2.0
Raiden V,1.5 Hours,1.5
Raiden V: Director's Cut,1.5 Hours,1.5
Raiden IV: OverKill,3 Hours,3.0
Raiden IV x Mikado Remix,50 Mins,0.8333333333333334
Raiden Fighters 2,31 Mins,0.5166666666666667
Raiden IV,50 Mins,0.8333333333333334
CT Special Forces,2.5 Hours,2.5
CT Special Forces: Fire for Effect,8.5 Hours,8.5
CT Special Forces 2: Back in the Trenches,2.5 Hours,2.5
CT Special Forces 3: Bioterror,3.5 Hours,3.5
Looney Tunes: Galactic Sports,--,
Kiniro no Corda 4,--,
Raw Danger!,9.5 Hours,9.5
Monster Rancher Hop-A-Bout,--,
Dance Factory,--,
Dragonheart: Fire & Steel,--,
Fullmetal Alchemist: Brotherhood,--,
Super Dungeon Bros,--,
Puyo Puyo Chronicle,--,
Zoboomafoo: Leapin' Lemurs!,49 Mins,0.8166666666666667
Carmageddon: Max Damage,15 Hours,15.0
Utawarerumono Zan,8 Hours,8.0
Downstream Panic!,--,
The Lost Child,37.5 Hours,37.5
The City of Lost Children,1.5 Hours,1.5
Virtual Villagers 2: The Lost Children,--,
Planet of the Apes,2 Hours,2.0
Planet of the Apes: Last Frontier,3.5 Hours,3.5
Crisis on the Planet of the Apes,2 Hours,2.0
Nanashi no Game Me,5.5 Hours,5.5
Nanashi no Game,4 Hours,4.0
Grid Runner,--,
Gridrunner Revolution,--,
Gridrunner,--,
Gekido Advance: Kintaro's Revenge,3.5 Hours,3.5
Turn It Around,--,
The Longest 5 Minutes,9 Hours,9.0
Kidou Senshi Gundam: Gundam vs. Gundam NEXT PLUS,10 Hours,10.0
Kidou Senshi Gundam SEED Destiny: Rengou vs. Z.A.F.T. II Plus,--,
Kidou Senshi V-Gundam,--,
Onechanbara Z: Kagura,6 Hours,6.0
The Last Guy,6 Hours,6.0
Max Payne,8 Hours,8.0
Max Payne 3,10 Hours,10.0
Max Payne 2: The Fall of Max Payne,6 Hours,6.0
Geometry Wars 3: Dimensions Evolved,7.5 Hours,7.5
Jet Set Radio,7 Hours,7.0
Under the Skin,4 Hours,4.0
Blacksad: Under the Skin,10 Hours,10.0
Poy Poy,4 Hours,4.0
Poy Poy 2,--,
Indian Mutiny: Little Sepoy,--,
This War of Mine,11 Hours,11.0
This War of Mine: The Little Ones,10 Hours,10.0
This War Of Mine: Complete Edition,12 Hours,12.0
This War of Mine: Stories - Father's Promise,3.5 Hours,3.5
This War of Mine: Stories - The Last Broadcast,4.5 Hours,4.5
This War of Mine: Stories - Fading Embers,4.5 Hours,4.5
Justice League Heroes: The Flash,2 Hours,2.0
Cladun Returns: This is Sengoku!,--,
Angelique Retour,--,
Past Cure,4 Hours,4.0
Soul Eater: Battle Resonance,--,
Azure Striker GUNVOLT,5.5 Hours,5.5
Azure Striker Gunvolt 2,5 Hours,5.0
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,--,
Cross Ange: Tenshi to Ryuu no Rondo tr.,--,
Rengoku II: The Stairway to H.E.A.V.E.N.,6.5 Hours,6.5
Thunderbirds,--,
Earth's Dawn,12 Hours,12.0
"Warhammer 40,000: Deathwatch",15 Hours,15.0
Totally Spies! 2: Undercover,2 Hours,2.0
"Warhammer 40,000: Inquisitor - Martyr",21 Hours,21.0
Pharaonic,11 Hours,11.0
Titan Quest,25.5 Hours,25.5
Titan Quest: Anniversary Edition,31.5 Hours,31.5
Titan Quest: Immortal Throne,15 Hours,15.0
Titan Quest: Ragnarök,8 Hours,8.0
Titan Quest: Atlantis,4 Hours,4.0
Franklin's Great Adventures,--,
Rule of Rose,8.5 Hours,8.5
Knight's Apprentice: Memorick's Adventures,--,
Bara ni Kakusareshi Verite,42.5 Hours,42.5
Tengen Toppa Gurren-Lagann,--,
Tenkai Knights: Brave Battle,--,
Onechanbara Special,--,
Silent Bomber,2.5 Hours,2.5
Psychedelica of the Black Butterfly,6.5 Hours,6.5
Garfield Gets Real,--,
Battle Princess of Arcadias,10.5 Hours,10.5
Natsuiro High School: Seishun Hakusho,--,
Charlie's Angels,3 Hours,3.0
The Mummy,5.5 Hours,5.5
Sphinx and the Cursed Mummy,12 Hours,12.0
Sherlock Holmes: The Mystery of the Mummy,5.5 Hours,5.5
The Mummy Demastered,5 Hours,5.0
Sherlock Holmes: Consulting Detective - The Case of the Mummy's Curse,1.5 Hours,1.5
The Mummy: Tomb of the Dragon Emperor,4 Hours,4.0
Mummy: Tomb of the Pharaoh,2.5 Hours,2.5
Bozuma: The Mystery of the Mummy,--,
The Crow: City of Angels,3 Hours,3.0
Paranormal Pursuit: The Gifted One,--,
Rising Zan: The Samurai Gunman,3.5 Hours,3.5
Ben 10: Omniverse 2,4.5 Hours,4.5
Katekyoo Hitman Reborn! Kindan no Yami no Delta,--,
One Piece Mansion,1.5 Hours,1.5
Big Bass Fishing,--,
Irritating Stick,--,
Zombie Hunters 2,--,
Dinotopia: The Sunstone Odyssey,6 Hours,6.0
Yoku's Island Express,5.5 Hours,5.5
Blackthorne,6.5 Hours,6.5
Thieves' Gambit: The Curse of the Black Cat,2 Hours,2.0
Construction Simulator 2015,58.5 Hours,58.5
Let It Die,83 Hours,83.0
Medieval: Total War - Gold Edition,20 Hours,20.0
Aquaman: Battle for Atlantis,4 Hours,4.0
Fate/Kaleid Liner: Prisma * Illya,3.5 Hours,3.5
Slide Adventure: Mag Kid,--,
Kenka Banchou Portable,--,
Winx Club: Saving Alfea,--,
Ninja Katsugeki: Tenchu San Portable,--,
Deception IV: The Nightmare Princess,--,
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,--,
E.T. the Extra-Terrestrial,42 Mins,0.7
E.T. The Extra-Terrestrial,2.5 Hours,2.5
E.T. The Extra-Terrestrial: Escape from Planet Earth,--,
Carmageddon 64,5.5 Hours,5.5
Planet Monsters,--,
Escape from the Planet of the Robot Monsters,2 Hours,2.0
Zombie Vikings,6.5 Hours,6.5
Zombie Vikings: Stab-A-Thon,--,
Yunohana Spring!,--,
Mist of Chaos,--,
Bruce Lee: Return of the Legend,3.5 Hours,3.5
Sumioni: Demon Arts,49 Mins,0.8166666666666667
Zorro: Quest for Justice,--,
KLAP!! Kind Love And Punish,17 Hours,17.0
Hugo: The Evil Mirror,50 Mins,0.8333333333333334
Painkiller: Hell & Damnation,5 Hours,5.0
Painkiller: Hell & Damnation - Satan Claus DLC,16 Mins,0.26666666666666666
Painkiller: Hell & Damnation - The Clock Strikes Meat Night DLC,54 Mins,0.9
Painkiller: Hell & Damnation - Heaven's Above DLC,2 Hours,2.0
Painkiller: Hell & Damnation - Demonic Vacation at the Blood Sea DLC,1 Hours,1.0
Painkiller: Hell & Damnation - City Critters DLC,33 Mins,0.55
"Painkiller: Hell & Damnation - Operation ""Zombie Bunker"" DLC",1 Hours,1.0
The Escapists,20 Hours,20.0
The Escapists: The Walking Dead,6.5 Hours,6.5
Pain,--,
LISA: The Painful,11 Hours,11.0
Ring of Pain,7.5 Hours,7.5
Painkiller: Black Edition,10.5 Hours,10.5
The Painscreek Killings,9 Hours,9.0
Aperture Tag: The Paint Gun Testing Initiative,4 Hours,4.0
Painkiller: Overdose,6 Hours,6.0
Painkiller: Recurring Evil,3.5 Hours,3.5
Painkiller: Redemption,4.5 Hours,4.5
Painters Guild,3 Hours,3.0
Painkiller: Resurrection,5 Hours,5.0
Kirby: Canvas Curse,4 Hours,4.0
Kirby and the Rainbow Curse,5.5 Hours,5.5
Hatsune Miku Logic Paint,8 Hours,8.0
Atelier Lydie & Suelle: The Alchemists and The Mysterious Paintings,42 Hours,42.0
Paint the Town Red,8 Hours,8.0
The Mammoth: A Cave Painting,5 Mins,0.08333333333333333
Boulder Dash-XL 3D,--,
Hokuto no Ken: Raoh Gaiden - Ten no Haoh,4 Hours,4.0
Magus,3 Hours,3.0
Fortuna Magus,--,
Lucius,6 Hours,6.0
Lucius II,6.5 Hours,6.5
Lucius III,5 Hours,5.0
Lucius Demake,2.5 Hours,2.5
Nanairo Reincarnation,11.5 Hours,11.5
Garfield and His Nine Lives,57 Mins,0.95
Battle B-Daman,5.5 Hours,5.5
Battle B-Daman: Fire Spirits!,--,
Garshasp: The Monster Slayer,3.5 Hours,3.5
Of Orcs and Men,12.5 Hours,12.5
Big Bumpin',1.5 Hours,1.5
Dillon's Dead-Heat Breakers,18 Hours,18.0
bit Generations: Boundish,--,
Claymore: Gingan no Majo,--,
Eureka Seven Vol. 1: The New Wave,--,
Army Men Advance,2 Hours,2.0
The Muppets: Movie Adventures,--,
Spikeout: Battle Street,--,
Twin Sector,9.5 Hours,9.5
Train Simulator 2015,5 Hours,5.0
American McGee's Alice,11 Hours,11.0
Bloodbath,--,
Babysitter Bloodbath,45 Mins,0.75
Bloodbath Kavkaz,5 Hours,5.0
IWO: Bloodbath in the Bonins,1 Hours,1.0
Koala Brothers: Outback Adventures,42 Mins,0.7
Pokémon Rumble,4 Hours,4.0
Pokémon Rumble World,22.5 Hours,22.5
Pokémon Rumble Blast,14 Hours,14.0
Pokémon Rumble Rush,--,
Pokemon Rumble U,5 Hours,5.0
The Three Stooges,53 Mins,0.8833333333333333
Jazz Jackrabbit,5.5 Hours,5.5
Jazz Jackrabbit 2,5 Hours,5.0
Jazz Jackrabbit 3,--,
Jazz Jackrabbit 2: The Christmas Chronicles,1 Hours,1.0
Fired Up,--,
Captain Blood,--,
Age of Pirates: Captain Blood,8.5 Hours,8.5
Bow to Blood: Last Captain Standing,--,
Watchmen: The End Is Nigh - Part 2,2 Hours,2.0
Watchmen: The End Is Nigh - Part 1,3 Hours,3.0
Watchmen: The End Is Nigh - Complete,5 Hours,5.0
Strawberry Shortcake: The Sweet Dreams Game,2 Hours,2.0
Tenchu: Time of the Assassins,8.5 Hours,8.5
IL-2 Sturmovik: Battle of Stalingrad,33 Hours,33.0
Tweety & The Magic Gems,--,
The Binding of Isaac,11 Hours,11.0
The Binding of Isaac: Rebirth,5.5 Hours,5.5
The Binding of Isaac: Repentance,12.5 Hours,12.5
The Binding of Isaac: Afterbirth,5.5 Hours,5.5
The Binding of Isaac: Wrath of the Lamb,11.5 Hours,11.5
The Binding of Isaac: Antibirth,--,
Army Men,2 Hours,2.0
Army Men: RTS,8 Hours,8.0
Army Men: Sarge's War,7 Hours,7.0
Army Men: World War - Land Sea Air,--,
Army Men: Soldiers of Misfortune,5 Hours,5.0
Army Men: Major Malfunction,--,
Army Men: Turf Wars,--,
Army Men 2,--,
Army Men: Operation Green,--,
Army Men: World War - Team Assault,--,
Army Men: World War - Final Front,5 Hours,5.0
Army Men: World War,--,
Army Men: Toys in Space,--,
Tang Tang,2 Hours,2.0
Operation: Tango,4 Hours,4.0
Tangledeep,16 Hours,16.0
Tangle Tower,5.5 Hours,5.5
Shaolin vs Wutang,39 Mins,0.65
Cyber Troopers Virtual-On Oratorio Tangram,4 Hours,4.0
Tanglewood,4 Hours,4.0
Tangled: The Video Game,--,
Tangrams Deluxe,--,
Entangled,--,
Blacklight: Tango Down,2.5 Hours,2.5
El Tango de la Muerte,1 Hours,1.0
Tango Fiesta,--,
Tangled Up!,--,
Entangle,3 Hours,3.0
Ford Mustang: The Legend Lives,--,
The Legend of Tango,--,
Wu-Tang: Shaolin Style,2 Hours,2.0
Tango: The Adventure Game,2 Hours,2.0
Rise of the Guardians: The Video Game,5 Hours,5.0
Cannon Fodder 3,9 Hours,9.0
Digimon World Championship,16 Hours,16.0
Velocity 2X,5 Hours,5.0
Velocity 2X: Critical Mass Edition,5 Hours,5.0
Reservoir Dogs,3.5 Hours,3.5
Reservoir Dogs: Bloody Days,6 Hours,6.0
Monster High: 13 Wishes,3.5 Hours,3.5
A Sound of Thunder,2 Hours,2.0
Unfabulous,--,
Ben 10: Omniverse,5.5 Hours,5.5
Zero Time Dilemma,21 Hours,21.0
Daredevil,2 Hours,2.0
The Legend of Zelda: Breath of the Wild,50 Hours,50.0
The Legend of Zelda: Breath of the Wild - The Master Trials DLC,4 Hours,4.0
The Legend of Zelda: Breath of the Wild 2,--,
The Legend of Zelda: Breath of the Wild - The Champions' Ballad DLC,10 Hours,10.0
The Last of Us Remastered,14.5 Hours,14.5
The Last of Us,15.5 Hours,15.5
The Last of Us Part II,24 Hours,24.0
The Last of Us: Left Behind,2.5 Hours,2.5
The Last of Waifus,--,
Watch Dogs,19.5 Hours,19.5
Watch Dogs: Legion,17.5 Hours,17.5
Watch Dogs: Legion - Bloodline,5.5 Hours,5.5
Watch Dogs: Bad Blood DLC,4 Hours,4.0
Watch Dogs: Signature Shot DLC,15 Mins,0.25
Watch Dogs: Conspiracy DLC,51 Mins,0.85
Watch Dogs: Breakthrough DLC,19 Mins,0.31666666666666665
Watch Dogs: The Palace DLC,27 Mins,0.45
The Legend of Zelda: Majora's Mask 3D,25 Hours,25.0
Batman: Arkham Origins,12.5 Hours,12.5
Batman: Arkham Origins (Mobile),56 Mins,0.9333333333333333
Batman: Arkham Origins Blackgate,7.5 Hours,7.5
"Batman: Arkham Origins - Cold, Cold Heart",2.5 Hours,2.5
Batman: Arkham Origins - Initiation,56 Mins,0.9333333333333333
No Man's Sky,30.5 Hours,30.5
The Legend of Zelda: The Wind Waker,29 Hours,29.0
The Legend of Zelda: The Wind Waker HD,25.5 Hours,25.5
LEGO Batman 2: DC Super Heroes,9 Hours,9.0
Tomb Raider: Definitive Edition,11.5 Hours,11.5
The LEGO Movie Videogame,8 Hours,8.0
The Lego Movie 2 Videogame,7 Hours,7.0
LEGO Star Wars: The Force Awakens,9 Hours,9.0
The Last Guardian,12 Hours,12.0
The Legend of Zelda: Twilight Princess HD,30 Hours,30.0
Shadow of the Colossus,9.5 Hours,9.5
Sleeping Dogs,15.5 Hours,15.5
Sleeping Dogs: The Year of the Snake DLC,2 Hours,2.0
